term,translation,category,status,confidence,source,chapterRefs,reviewer,reviewedAt,locked,notes
Wattage Inc,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
That It,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Why Women Still Can,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Have It All,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Risk City,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Global Entrepreneur Week,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Business Model Competition,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
market validation,kiểm chứng thị trường,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
brand strategy,chiến lược thương hiệu,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
causal research,nghiên cứu nhân quả,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
conjoint analysis,phân tích kết hợp,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
cost-led pricing,định giá dựa trên chi phí,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
customer-led pricing,định giá theo khách hàng,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
direct mail,thư trực tiếp,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
ethnographic research,nghiên cứu dân tộc học,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
expeditionary marketing,tiếp thị thăm dò,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
focus group,nhóm thảo luận,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
guerrilla marketing,tiếp thị du kích,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
introductory offers,ưu đãi giới thiệu,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
loss leader pricing,định giá mồi,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
marketing mix,marketing mix (4P),other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
odd numbers strategy,chiến lược giá số lẻ,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
penetration pricing,định giá thâm nhập,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
premium pricing,định giá cao cấp,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
qualitative research,nghiên cứu định tính,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
quantitative research,nghiên cứu định lượng,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
real-time marketing,tiếp thị thời gian thực,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
relationship marketing,tiếp thị quan hệ,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
sales strategy,chiến lược bán hàng,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
segmenting,phân khúc thị trường,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
situation analysis,phân tích tình huống,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
skimming,định giá hớt váng,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
viral marketing,tiếp thị lan truyền,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
word-of-mouth (wom) marketing,tiếp thị truyền miệng (WOM),other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_known
Product Within,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Under Armour,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Marketing Techniques and Tools for Entrepreneurs,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Dave Gilboa and Neil Blumenthal,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Market Opportunity Recognition,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Merkadoteknia Research and Consulting,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Fact Finder,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Pew Research Center,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Current Population Survey,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Texas State Data Center,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
The Wag,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Constant Contact,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Mad Mimi,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Los Angeles,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Marketing Opportunity,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Unmet Need,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Model and Plan,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Marketing Strategies As,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Spin Selling,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Can I,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
According to Hubspot,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Katia Beauchamp and Hayley Barna,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Entrepreneurial Branding,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Google Ads,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Google Analytics,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Zig Ziglar,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
Target Market Market,,other,candidate,medium,auto_extraction,chapter-8,,,false,Extracted via terminology_analysis_candidate
charitable organization,tổ chức từ thiện,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
contribution margin,lợi nhuận đóng góp,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
debt financing,tài trợ bằng nợ,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
equity financing,tài trợ bằng vốn chủ sở hữu,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
financing activities,hoạt động tài chính,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
gross profit,lợi nhuận gộp,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
income (profit-and-loss) statement,báo cáo kết quả kinh doanh,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
investing activities,hoạt động đầu tư,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
mature stage,giai đoạn trưởng thành,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
moonlighting,làm thêm ngoài giờ,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
net income,lợi nhuận ròng,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
operating activities,hoạt động kinh doanh,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
program services,dịch vụ chương trình,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
run rate,tốc độ vận hành (run rate),other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
seed stage,giai đoạn hạt giống,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
statement of cash flows,báo cáo lưu chuyển tiền tệ,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
sustainable strategy,chiến lược bền vững,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_known
Overview of Entrepreneurial Finance and Accounting,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Strategies Learning Objectives By,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Ted Herget,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Accounting Basics for Entrepreneurs,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Securities and Exchange Commission,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
The IPO,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Special Funding Strategies,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Small Loan,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
In Special Funding Strategies,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Metropolitan Museum of Art,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Internal Revenue Service,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
National Institutes of Health,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
The NIH,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
The TOMS,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Business Plan Competition,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
The Boston Beer Company,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Boston Beer Company,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Developing Startup Financial Statements,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
The Balance Sheet The,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Hometown Pizzeria,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
The Income Statement The,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
When Shanti,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
The Statement of Cash Flows,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
If Shanti,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
Best Buy,,other,candidate,medium,auto_extraction,chapter-9,,,false,Extracted via terminology_analysis_candidate
born global,doanh nghiệp toàn cầu ngay từ đầu,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_known
build-measure-learn loop,vòng lặp xây dựng – đo lường – học hỏi,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_known
business lifecycle,vòng đời doanh nghiệp,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_known
innovation accounting,kế toán đổi mới,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_known
lean pitch,bài thuyết trình tinh gọn,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_known
lean plan,kế hoạch kinh doanh tinh gọn,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_known
mergers and acquisitions,sáp nhập và mua lại,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_known
strategic alliance,liên minh chiến lược,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_known
Launching the Imperfect Business,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
The CEO,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Drew Houston,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Eric Ries,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
After Ries,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
General Electric,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Fast Works,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Telling Your Entrepreneurial Story,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Pitching the Idea,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Types of Pivots,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
The Internet,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
The Lean Startup,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Color TV Block Breaker,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Why Early Failure Can,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
El Paso,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Michael Jordan,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Dual Cyclone,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Fear of Failure,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
The Global Entrepreneurship Monitor,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Global Entrepreneurship Monitor,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Evan Williams,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Kathryn Minshew,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
The Muse,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
The Challenging Truth,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Pros and Cons of Business Ownership,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Marketing and Sales,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Because I,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Business Center,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
National Association for Women Owners,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Female Entrepreneur Association,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Ladies Who Launch,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Minority Business Development Agency,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
National Association of Professional Women,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Business Enterprise National Council,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Asian Americans,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Write a Short and Simple Document,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Test Your MVP,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Tim Berry,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
For Berry,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
GoPro and Fitbit,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Johnson Security,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Red Bull,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Pros and Cons of Growth Strategies,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Drew Houston and Arash Ferdowsi,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Lead to Success Later,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Business Ownership,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Adjusting the Initial Plan,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Entrepreneurship Monitor,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
Chamber of Commerce,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
The Female Entrepreneur Association,,other,candidate,medium,auto_extraction,chapter-10,,,false,Extracted via terminology_analysis_candidate
value creation,tạo ra giá trị,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
cost structure,cơ cấu chi phí,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
business model innovation,đổi mới mô hình kinh doanh,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
competitive matrix,ma trận cạnh tranh,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
customer empathy map,bản đồ thấu cảm khách hàng,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
feasibility analysis,phân tích tính khả thi,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
financial analysis,phân tích tài chính,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
go-or-no-go decision,quyết định tiếp tục hoặc dừng,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
lean model canvas,mô hình lean canvas,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
projected cash flow,dòng tiền dự kiến,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
social business model canvas,mô hình kinh doanh xã hội canvas,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
value proposition canvas,mô hình giá trị đề xuất canvas,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_known
Field of Dreams,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
San Francisco,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Steve Blank,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Scaling Lean,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Ash Maurya,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Clayton Christensen,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Designing the Business Model,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Business Model Generation,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Osterwalder and Pigneur,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Link to Learning Visit,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Business Model Canvases,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
The Lean Model Canvas,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Unfair Advantage,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Link to Learning This,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
The Birthday Party Project,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Birthday Party Project,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
The Business Plan,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
S T,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Average Revenue,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Love Beyond Walls,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Pretty Young Professional,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
The Cut Buddy,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Daymond John,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Cut Buddy,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Joshua Esnard,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Brief Business Plan,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Rice University,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Create a Brief Business Plan,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
La Vida Lola,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Vida Lola,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Latin American and Caribbean,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Puerto Rican and Cuban,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Lola Gonz,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Business Description for La Vida,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Mobile Food Services,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Conducting a Feasibility Analysis,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Industry Analysis and Market Strategy,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Mobile Food Trends and Insights,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Off the Grid,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
The Atlanta,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
The SAM,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Atlanta Journal-Constitution,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Bento Bus,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
The Fry Guy,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
The Blaxican,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Operations and Management Plan for La,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Cameron Hamilton,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Chef Lola Gonz,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Marketing Plan for La Vida,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Instagram and Twitter,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Hugh Jackman,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Laughing Man Coffee,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Laughing Man,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Laughing Man Foundation,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Textbooks for Change,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Innovation Challenge,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Innovation Center,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Good Sports,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
State Department,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Tech Talent South,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Vita Coco,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Michael Kirban and Ira Liran,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
Kirban and Liran,,other,candidate,medium,auto_extraction,chapter-11,,,false,Extracted via terminology_analysis_candidate
absolute capacity,công suất tối đa tuyệt đối,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
baselining,thiết lập đường cơ sở,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
business accelerator,chương trình tăng tốc khởi nghiệp,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
business incubator,vườn ươm doanh nghiệp,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
capital expense,chi phí đầu tư tài sản,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
capital improvements,cải tiến tài sản,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
closed group,nhóm đóng,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
debt service,nghĩa vụ trả nợ,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
ergonomics,công thái học,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
flat organization,tổ chức phẳng,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
hybrid group,nhóm lai,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
nepotism,chủ nghĩa thân hữu,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
open group,nhóm mở,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
operational capacity,công suất vận hành,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
operational reserve,dự trữ vận hành,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
self-performing,tự thực hiện,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
